Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,0,
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",320,DR, TX , 16 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",320,MB, PT , 13 ,,"38,840",,"51,787",,0,,0,,0,,0,,0,,0,,,"258,561",,"223,393",,0,,0,,0,,0,,0,,,6.66,,4.31,,,,,,,,,,,,No,,,,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",304,DR, DO , 71 ,,"189,316",,0,,0,,0,,0,,0,,0,,0,,,"2,005,668",,0,,0,,0,,0,,0,,0,,,10.59,,,,,,,,,,,,,,No,,,,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",304,LR, DO , 28 ,,0,,0,,0,,0,,0,,0,,"14,956,449",,0,,,0,,0,,0,,0,,0,,"1,800,019",,0,,,,,,,,,,,,,0.12,,,,No,,,,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",304,VP, DO , 24 ,,0,,"37,195",,0,,0,,0,,0,,0,,0,,,0,,"518,580",,0,,0,,0,,0,,0,,,,,13.94,,,,,,,,,,,,No,,,,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",304,CB, PT , 22 ,,"102,297",,0,,0,,0,,0,,0,,0,,0,,,"10,798,987",,0,,0,,0,,0,,0,,0,,,105.57,,,,,,,,,,,,,,No,,,,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",304,MB, PT , 159 ,,"2,170,980",,0,,0,,0,,0,,0,,0,,0,,,"10,484,303",,0,,0,,0,,0,,0,,0,,,4.83,,,,,,,,,,,,,,No,,,,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",304,SR, DO , -   ,,0,,0,,0,,0,,0,,0,,"65,014",,0,,,0,,0,,0,,0,,0,,"10,251",,0,,,,,,,,,,,,,0.16,,,,No,,,,
San Mateo County Transit District,San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",303,DR, PT , 74 ,,0,,"145,385",,0,,0,,0,,0,,0,,0,,,0,,"1,374,949",,0,,0,,0,,0,,0,,,,,9.46,,,,,,,,,,,,No,,,,
San Mateo County Transit District,San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",303,MB, PT , 58 ,,"532,173",,"6,383",,0,,0,,0,,0,,0,,0,,,"2,705,901",,"35,615",,0,,0,,0,,0,,0,,,5.08,,5.58,,,,,,,,,,,,No,,,,
Foothill Transit,West Covina,CA,9146,90146,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",303,MB, PT , 303 ,,0,,0,,0,,"4,859,199",,0,,0,,0,,"1,419,003",,,0,,0,,0,,"15,187,800",,0,,0,,"595,445",,,,,,,,,3.13,,,,,,0.42,,No,,,,
San Mateo County Transit District,San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",303,DR, TX , 22 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
San Mateo County Transit District,San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",303,MB, DO , 149 ,,"1,203,221",,0,,0,,0,,0,,0,,0,,49,,,"5,245,676",,0,,0,,0,,0,,0,,"24,773",,,4.36,,,,,,,,,,,,505.57,,No,,,,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",300,LR, DO , 35 ,,0,,0,,0,,0,,0,,0,,"27,639,730",,0,,,0,,0,,0,,0,,0,,"3,682,871",,0,,,,,,,,,,,,,0.13,,,,No,,,,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",300,MB, DO , 159 ,,"24,771",,"10,558",,0,,"2,535,727",,0,,0,,0,,"58,215",,,"119,183",,0,,0,,"7,002,167",,0,,0,,"42,169",,,4.81,,0.00,,,,2.76,,,,,,0.72,,No,,,,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",300,DR, DO , 106 ,,0,,"752,108",,0,,"51,712",,0,,0,,0,,"75,904",,,0,,"2,098,912",,0,,"918,692",,0,,0,,"145,538",,,,,2.79,,,,17.77,,,,,,1.92,,No,,,,
Metropolitan Transportation Commission,San Francisco,CA,,90094,"MPO, COG or Other Planning Agency",Full Reporter,"3,281,212",298,VP, PT , 298 ,,0,,"254,202",,0,,0,,0,,0,,0,,0,,,0,,"4,324,643",,0,,0,,0,,0,,0,,,,,17.01,,,,,,,,,,,,No,,,,
Rhode Island Public Transit Authority,Providence,RI,1001,10001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",297,DR, DO , 50 ,,"240,000",,"1,005",,0,,0,,0,,0,,0,,0,,,"2,252,256",,"17,087",,0,,0,,0,,0,,0,,,9.38,,17.00,,,,,,,,,,,,No,,,,
Rhode Island Public Transit Authority,Providence,RI,1001,10001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",297,VP, PT , 41 ,,0,,"44,750",,0,,0,,0,,0,,0,,0,,,0,,"437,849",,0,,0,,0,,0,,0,,,,,9.78,,,,,,,,,,,,No,,,,
Rhode Island Public Transit Authority,Providence,RI,1001,10001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",297,DR, TX , 3 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Rhode Island Public Transit Authority,Providence,RI,1001,10001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",297,MB, DO , 203 ,,"1,969,025",,0,,0,,0,,0,,0,,0,,0,,,"11,031,604",,0,,0,,0,,0,,0,,0,,,5.60,,,,,,,,,,,,,,No,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",295,VP, PT , 70 ,,0,,"67,127",,0,,0,,0,,0,,0,,0,,,0,,"1,169,852",,0,,0,,0,,0,,0,,,,,17.43,,,,,,,,,,,,No,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",295,DR, PT , 49 ,,0,,"237,250",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",295,DR, DO , 34 ,,0,,0,,0,,"166,123",,0,,0,,0,,0,,,0,,0,,0,,"1,039,461",,0,,0,,0,,,,,,,,,6.26,,,,,,,,No,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",295,CR, PT , 20 ,,"653,676",,0,,0,,0,,0,,0,,0,,0,,,"2,493,611",,0,,0,,0,,0,,0,,0,,,3.81,,,,,,,,,,,,,,No,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",295,MB, DO , 122 ,,0,,0,,0,,"1,872,040",,0,,0,,0,,"181,879",,,0,,0,,0,,"5,831,115",,0,,0,,"117,995",,,,,,,,,3.11,,,,,,0.65,,No,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962",293,VP, PT , 36 ,,0,,"24,569",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962",293,DR, TX , 22 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962",293,DR, DO , 22 ,,0,,"171,062",,0,,0,,0,,0,,0,,0,,,0,,"1,214,764",,0,,0,,0,,0,,0,,,,,7.10,,,,,,,,,,,,No,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962",293,MB, DO , 203 ,,"1,650,192",,"1,190",,0,,0,,0,,0,,0,,"225,107",,,"8,465,371",,"3,216",,0,,0,,0,,0,,"91,927",,,5.13,,2.70,,,,,,,,,,0.41,,No,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962",293,CB, PT , 10 ,,"29,753",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,,
"City of Detroit , dba: Detroit Department of Transportation",Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090",289,DR, PT , 58 ,,0,,"141,203",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
"City of Detroit , dba: Detroit Department of Transportation",Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090",289,MB, DO , 231 ,,"2,377,578",,0,,0,,0,,0,,0,,0,,0,,,"11,000,351",,0,,0,,0,,0,,0,,0,,,4.63,,,,,,,,,,,,,,No,,,,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",285,DR, PT , 64 ,,"29,914",,"182,851",,0,,0,,0,,0,,0,,0,,,"403,072",,"1,205,760",,0,,0,,0,,0,,0,,,13.47,,6.59,,,,,,,,,,,,No,,,,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",285,MB, PT , 221 ,,"3,494",,"17,832",,0,,"2,198,645",,0,,0,,0,,0,,,"25,846",,"112,076",,0,,"8,068,655",,0,,0,,0,,,7.40,,6.29,,,,3.67,,,,,,,,No,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",284,DR, TX , 51 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",284,DR, TN , 51 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",284,DR, PT , 39 ,,0,,"251,863",,0,,0,,0,,0,,0,,0,,,0,,"1,806,019",,0,,0,,0,,0,,0,,,,,7.17,,,,,,,,,,,,No,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",284,RB, DO , 16 ,,0,,0,,0,,0,,0,,0,,0,,"3,552,986",,,0,,0,,0,,0,,0,,0,,"962,784",,,,,,,,,,,,,,,0.27,,No,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",284,MB, DO , 126 ,,"1,673,558",,0,,0,,0,,0,,0,,0,,"180,404",,,"8,204,437",,0,,0,,0,,0,,0,,"82,002",,,4.90,,,,,,,,,,,,0.45,,No,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",284,MB, PT , 1 ,,0,,"9,079",,0,,0,,0,,0,,0,,0,,,0,,"75,102",,0,,0,,0,,0,,0,,,,,8.27,,,,,,,,,,,,No,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",283,DR, PT , 47 ,,"210,881",,"31,020",,0,,0,,0,,0,,0,,0,,,"2,699,864",,"297,886",,0,,0,,0,,0,,0,,,12.80,,9.60,,,,,,,,,,,,No,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",283,MB, DO , 219 ,,"867,188",,0,,0,,"3,297,351",,0,,0,,0,,"21,210",,,"4,853,773",,0,,0,,"12,594,391",,0,,0,,"16,574",,,5.60,,,,,,3.82,,,,,,0.78,,No,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",283,DR, DO , 17 ,,0,,"30,581",,0,,"9,500",,0,,0,,0,,0,,,0,,"267,281",,0,,"4,272",,0,,0,,0,,,,,8.74,,,,0.45,,,,,,,,No,,,,
Port Authority Trans-Hudson Corporation,New York,NJ,2098,20098,Independent Public Agency or Authority of Transit Service,Full Reporter,"18,351,295",282,HR, DO , 282 ,,0,,0,,0,,0,,0,,0,,"94,156,129",,0,,,0,,0,,0,,0,,0,,"12,840,928",,0,,,,,,,,,,,,,0.14,,,,No,,,,
San Joaquin Council,Stockton,CA,,99422,"MPO, COG or Other Planning Agency",Full Reporter,"370,583",280,VP, PT , 280 ,,0,,"268,493",,0,,0,,0,,0,,0,,0,,,0,,"4,454,811",,0,,0,,0,,0,,0,,,,,16.59,,,,,,,,,,,,No,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",277,CB, PT , 6 ,,0,,0,,0,,"87,669",,0,,0,,0,,0,,,0,,0,,0,,"368,521",,0,,0,,0,,,,,,,,,4.20,,,,,,,,No,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",277,MB, PT , 46 ,,0,,"48,473",,0,,"718,970",,0,,0,,0,,"478,178",,,0,,"41,746",,0,,"2,420,076",,0,,0,,"202,295",,,,,0.86,,,,3.37,,,,,,0.42,,No,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",277,DR, PT , 31 ,,0,,"93,660",,0,,"11,589",,0,,0,,0,,0,,,0,,"540,494",,0,,"540,025",,0,,0,,0,,,,,5.77,,,,46.60,,,,,,,,No,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",277,VP, PT , 194 ,,0,,"255,721",,0,,0,,0,,0,,0,,0,,,0,,"2,773,617",,0,,0,,0,,0,,0,,,,,10.85,,,,,,,,,,,,No,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",276,VP, DO , 65 ,,0,,"36,164",,0,,0,,0,,0,,0,,0,,,0,,"645,726",,0,,0,,0,,0,,0,,,,,17.86,,,,,,,,,,,,No,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",276,DR, DO , 47 ,,"49,322",,"72,094",,890,,0,,0,,0,,0,,0,,,"451,336",,"754,014",,0,,0,,"5,627",,0,,0,,,9.15,,10.46,,0.00,,,,,,,,,,No,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",276,DR, PT , 43 ,,"86,584",,"5,532",,0,,0,,0,,0,,0,,0,,,"894,553",,"58,870",,0,,0,,0,,0,,0,,,10.33,,10.64,,,,,,,,,,,,No,,,,
"Fairfax County, VA, dba: Fairfax Connector Bus System",Fairfax,VA,3068,30068,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",276,MB, PT , 276 ,,"2,427,140",,0,,0,,0,,0,,0,,0,,0,,,"12,606,628",,0,,0,,0,,0,,0,,0,,,5.19,,,,,,,,,,,,,,No,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",276,MB, DO , 121 ,,"1,224,149",,0,,0,,0,,0,,0,,0,,"89,100",,,"6,882,359",,0,,0,,0,,0,,0,,"6,269",,,5.62,,,,,,,,,,,,0.07,,No,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",274,DR, TX , 66 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",274,MB, PT , 43 ,,"34,914",,"53,337",,0,,0,,"120,983",,0,,0,,0,,,"1,221,537",,"453,170",,0,,0,,0,,0,,0,,,34.99,,8.50,,,,,,,,,,,,No,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",274,DR, PT , 165 ,,0,,"159,374",,0,,0,,0,,0,,0,,0,,,0,,"1,434,919",,0,,0,,0,,0,,0,,,,,9.00,,,,,,,,,,,,No,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546",270,DR, TX , 56 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546",270,DR, PT , 38 ,,356,,"223,730",,0,,0,,0,,0,,0,,0,,,0,,"1,460,680",,0,,0,,0,,0,,0,,,0.00,,6.53,,,,,,,,,,,,No,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546",270,MB, PT , 2 ,,636,,"2,800",,0,,0,,0,,0,,0,,0,,,0,,"27,624",,0,,0,,0,,0,,0,,,0.00,,9.87,,,,,,,,,,,,No,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546",270,MB, DO , 174 ,,"1,388,468",,0,,0,,0,,0,,0,,0,,"139,852",,,"7,016,355",,0,,0,,0,,0,,0,,"48,896",,,5.05,,,,,,,,,,,,0.35,,No,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",267,DR, PT , 87 ,,0,,"411,595",,0,,0,,0,,0,,0,,0,,,0,,"2,390,852",,0,,0,,0,,0,,0,,,,,5.81,,,,,,,,,,,,No,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",267,SR, PT , 6 ,,0,,0,,0,,0,,0,,0,,"1,786,507",,0,,,0,,0,,0,,0,,0,,"201,801",,0,,,,,,,,,,,,,0.11,,,,No,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",267,MB, PT , 174 ,,0,,0,,0,,"964,339",,"117,335",,0,,0,,"21,142",,,"5,503,796",,0,,0,,"3,279,342",,0,,0,,0,,,,,,,,,3.40,,,,,,0.00,,No,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",261,RB, DO , 9 ,,0,,0,,0,,"171,818",,0,,0,,0,,0,,,0,,0,,0,,"591,521",,0,,0,,0,,,,,,,,,3.44,,,,,,,,No,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",261,VP, PT , 89 ,,0,,"78,969",,0,,0,,0,,0,,0,,0,,,0,,"1,123,859",,0,,0,,0,,0,,0,,,,,14.23,,,,,,,,,,,,No,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",261,DR, PT , 41 ,,0,,0,,0,,"332,282",,0,,0,,0,,0,,,0,,0,,0,,"5,057,278",,0,,0,,0,,,,,,,,,15.22,,,,,,,,No,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",261,MB, PT , 18 ,,0,,0,,0,,"4,635",,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,0.00,,,,,,,,No,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",261,MB, DO , 104 ,,"313,437",,0,,0,,"1,101,081",,0,,0,,0,,0,,,"1,307,021",,0,,0,,"4,094,150",,0,,0,,0,,,4.17,,,,,,3.72,,,,,,,,No,,,,
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit",Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",255,MB, DO , 255 ,,"1,939,653",,0,,0,,"1,226,313",,0,,0,,0,,"66,688",,,"6,704,014",,0,,0,,"4,393,821",,0,,0,,"33,891",,,3.46,,,,,,3.58,,,,,,0.51,,No,,,,
"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,2072,20072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",255,DR, PT , 139 ,,0,,"1,042,401",,0,,0,,0,,0,,0,,0,,,0,,"7,610,471",,0,,0,,0,,0,,0,,,,,7.30,,,,,,,,,,,,No,,,,
"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,2072,20072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",255,MB, PT , 116 ,,"1,093,944",,"219,405",,0,,0,,0,,0,,0,,0,,,"3,714,831",,"4,194,685",,0,,0,,0,,0,,0,,,3.40,,19.12,,,,,,,,,,,,No,,,,
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit",Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",255,DR, DO , -   ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891",253,MB, PT , 75 ,,0,,0,,0,,"531,104",,"691,702",,0,,0,,"3,000",,,"2,646,997",,0,,0,,"2,027,651",,0,,0,,"1,150",,,,,,,,,3.82,,,,,,0.38,,No,,,,
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891",253,DR, TX , 178 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090",239,DR, DO , 80 ,,0,,0,,"562,102",,0,,0,,0,,0,,0,,,0,,0,,0,,0,,"2,648,466",,0,,0,,,,,,,0.00,,,,,,,,,,No,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090",239,DR, PT , 16 ,,"44,353",,"2,436",,0,,0,,0,,0,,0,,0,,,"272,018",,"9,153",,0,,0,,0,,0,,0,,,6.13,,3.76,,,,,,,,,,,,No,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090",239,MB, DO , 143 ,,"1,837,746",,0,,0,,0,,0,,0,,0,,0,,,"9,694,069",,0,,0,,0,,0,,0,,0,,,5.27,,,,,,,,,,,,,,No,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",233,MB, DO , 47 ,,"454,023",,0,,0,,0,,0,,0,,0,,0,,,"1,480,144",,0,,0,,0,,0,,0,,0,,,3.26,,,,,,,,,,,,,,No,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",233,DR, DO , 46 ,,"47,402",,"31,637",,"72,728",,0,,0,,0,,0,,0,,,"467,100",,"214,205",,0,,0,,"364,939",,0,,0,,,9.85,,6.77,,0.00,,,,,,,,,,No,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",233,CB, DO , 2 ,,"18,573",,0,,0,,0,,0,,0,,0,,0,,,"2,254,952",,0,,0,,0,,0,,0,,0,,,121.41,,,,,,,,,,,,,,No,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",233,VP, DO , 138 ,,0,,"86,721",,0,,0,,0,,0,,0,,0,,,0,,"1,533,649",,0,,0,,0,,0,,0,,,,,17.68,,,,,,,,,,,,No,,,,
