NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles ,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name, Population ,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
40007,4007,City of Raleigh,CAT,GoRaleigh,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,222 W Hargett St,,,Raleigh,NC,27601,1316,4,http://www.raleighnc.gov/transit/,1065,YDYNCVFA9NH4, 125 ,"474,069",50,"Raleigh, NC",," 884,891 ","1,708",518,,253,253,,,Tier I (Non-Fixed Route VOMS),,,  
40008,4008,City of Charlotte North Carolina,CATS,Charlotte Area Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,600 East Fourth Street,,,Charlotte,NC,28202,2816,4,http://www.ridetransit.org,1111,Y84GJESBH8W5, 675 ,"1,302,619",38,"Charlotte, NC-SC",," 1,249,442 ","1,685",741,123,181,304,,,Tier I (Rail),,,  
40009,4009,City of Fayetteville,FAST,Fayetteville Area System of Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,467 Hay St,,,Fayetteville,NC,28301,5565,4,http://www.ridefast.net/,1112,MGRJM6AME6T6, 95 ,"166,900",122,"Fayetteville, NC",," 310,282 ","1,567",198,33,4,37,,,Tier II,,,  
40010,4010,City of Gastonia,,Gastonia Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,181 S South St,,1748,Gastonia,NC,28052,4126,4,www.cityofgastonia.com,1063,NY94C2ZGNLR8, 45 ,"73,209",200,"Gastonia, NC-SC",," 169,495 ","1,223",139,9,,9,,,Tier II,,,  
40011,4011,City of High Point,HPTS,High Point Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,211 S Hamilton St,,,High Point,NC,27260,5232,4,https://www.highpointnc.gov/transit,1064,UVJAHE7H36N6, 95 ,"114,227",202,"High Point, NC",," 166,485 ","1,473",113,18,,18,,,Tier II,,,  
40012,4012,City of Winston Salem,WSTA,Winston-Salem Transit Authority,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,1060 N Trade St,,,Winston Salem,NC,27101,1534,4,http://www.wstransit.com/,1114,EHJNTJENMVD3, 134 ,"252,434",95,"Winston-Salem, NC",," 391,024 ","1,212",323,63,,63,,,Tier II,,,  
40014,4014,Ms Coast Transportation Authority,CTA,Coast Transit Authority,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,333 Debuys Rd,,,Gulfport,MS,39507,3827,4,http://www.CoastTransit.com/,1107,WXAMQJQUN546, 80 ,"124,940",175,"Gulfport, MS",," 208,948 ","1,270",165,29,22,51,,,Tier II,,,  
40015,4015,"City of Jackson, MS",JTRAN,"JTRAN-City of Jackson, MS",Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,200 S President St,,,Jackson,MS,39201,4307,4,http://www.jacksonms.gov/transportation,1109,GNNPTMPBPYM8, 101 ,"160,628",107,"Jackson, MS",," 351,478 ","1,450",242,,30,30,,,Tier II,,,  
40016,4016,City of Ashland,ABS,Ashland Bus System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,1700 Greenup Ave,,1839,Ashland,KY,41101,7663,4,www.ashlandky.gov/departments/public_works/ashland_bus_system.php,1399,Z52NNQSMJ289, 17 ,"23,540",178,"Huntington, WV-KY-OH",," 202,637 ","1,555",130,9,,9,,,Tier II,,,  
40017,4017,Lexington Transit Authority,,Lextran,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,200 W Loudon Ave,,,Lexington,KY,40508,1272,4,http://www.lextran.com/,1104,D6ELHXJ2GPZ9, 284 ,"295,803",131,"Lexington-Fayette, KY",," 290,263 ","3,316",88,51,48,99,,,Tier II,,,  
40018,4018,Transit Authority of River City,TARC,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,1000 W Broadway,,,Louisville,KY,40203,2031,4,http://www.ridetarc.org/,1105,MG4HF6GM5CV3, 357 ,"806,893",43,"Louisville/Jefferson County, KY-IN",," 972,546 ","2,040",477,174,96,270,,,Tier I (Fixed Route VOMS),,,  
40019,4019,Transit Authority of Northern Kentucky,TANK,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,3375 Madison Pike,,,Covington,KY,41017,9657,4,http://www.tankbus.org/,2613,MN8PKX24AQY7, 267 ,"278,653",30,"Cincinnati, OH-KY-IN",," 1,624,827 ","2,063",788,123,,123,,,Tier II,,,  
40020,4020,City of Owensboro,OTS,Owensboro Transit Systems,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,222 E 9Th St,,10003,Owensboro,KY,42303,3427,4,https://transit.owensboro.org,1106,KQALBJJNAFZ7, 19 ,"57,265",391,"Owensboro, KY",," 70,543 ","2,086",34,9,,9,,,Tier II,,,  
40021,4021,City of Albany ,ATS,Albany Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,712 Flint Avenue,,,Albany,GA,31701,,4,http://www.albanyga.gov/about-us/city-departments/albany-transit-system,1002,, 17 ,"75,616",309,"Albany, GA",," 95,779 ","1,352",71,17,,17,,,Tier II,,,  
40022,4022,Metropolitan Atlanta Rapid Transit Authority,MARTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,2424 Piedmont Rd,,,Atlanta,GA,30324,3311,4,http://www.itsmarta.com/,1101,LLUNK7XSS1V1, 949 ,"2,128,687",9,"Atlanta, GA",," 4,515,419 ","1,707","2,645",654,188,842,,,Tier I (Rail),,,  
40023,4023,Augusta Richmond County Transit Department,AT,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,1535 Fenwick St,,,Augusta,GA,30904,3727,4,www.augustaga.gov,2016,ZH93N1J4TBE8, 25 ,"201,793",98,"Augusta-Richmond County, GA-SC",," 386,787 ","1,490",260,,19,19,,,Tier II,,,  
40024,4024,Columbus Consolidated Government,METRA,Columbus Metropolitan Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,100 10Th St,,,Columbus,GA,31902,2736,4,http://www.columbusga.org/metra/,1046,VTN4JMLA7F23, 132 ,"230,208",147,"Columbus, GA-AL",," 253,602 ","1,725",147,26,,26,,,Tier II,,,  
40025,4025,Chatham Area Transit Authority,CAT,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,900 E Gwinnett St,,9118,Savannah,GA,31401,6263,4,http://www.catchacat.org/,1103,US81JJFTBQV6, 331 ,"260,277",144,"Savannah, GA",," 260,677 ","1,575",165,66,,66,,,Tier II,,,  
40026,4026,Manatee County Board of County Commissioners,MCAT,Manatee County Area Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,2411 Tallevast Rd,,,Sarasota,FL,34243,3936,4,http://www.ridemcat.org,1079,GNCDADCGGLJ3, 743 ,"399,710",64,"Sarasota-Bradenton, FL",," 643,260 ","1,969",327,43,,43,,,Tier II,,,  
40027,4027,Pinellas Suncoast Transit Authority,PSTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,3201 Scherer Dr N,,,Saint Petersburg,FL,33716,1004,4,http://www.psta.net/,1080,EP8PMQ6LPLF5, 304 ,"1,070,385",17,"Tampa-St. Petersburg, FL",," 2,441,770 ","2,552",957,177,143,320,,,Tier I (Fixed Route VOMS),,,  
40028,4028,Lee County Transit,,LeeTran,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,2115 Second St,,,Fort Myers,FL,33901,3012,4,http://www.rideleetran.com/,1083,SS8JCN35XH77, 820 ,"782,579",78,"Cape Coral, FL",," 530,290 ","1,605",330,90,10,100,,,Tier II,,,  
40029,4029,Broward County Board of County Commissioners,BCT,Broward County Transit Division,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,115 S Andrews Ave Rm 409,Suite 3100A,,Fort Lauderdale,FL,33301,1817,4,http://www.broward.org/bct/,1082,P62KF2SJJ237, 428 ,"1,944,375",4,"Miami, FL",," 5,502,379 ","4,442","1,239",278,183,461,,,Tier I (Fixed Route VOMS),,,  
40030,4030,"City of Gainesville, FL",RTS,Regional Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,200 E University Ave,Station 5,490,Gainesville,FL,32601,5456,4,http://www.go-rts.com/,1084,MNEFBYCXRMR8, 76 ,"163,990",187,"Gainesville, FL",," 187,781 ","2,157",87,99,45,144,,,Tier II,,,  
40031,4031,Lakeland Area Mass Transit District ,Citrus Connection,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,1212 George Jenkins Blvd,,,Lakeland,FL,33815,1312,4,http://www.ridecitrus.com/,1086,KTL6R43BYVQ6, 77 ,"724,777",143,"Lakeland, FL",," 262,596 ","1,798",146,66,7,73,,,Tier II,,,  
40032,4032,County of Volusia,Votran,VOTRAN,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,950 Big Tree Rd,,,Daytona Beach,FL,32119,2518,4,http://www.votran.org/,1081,," 1,207 ","494,593",109,"Palm Coast-Daytona Beach-Port Orange, FL",," 349,064 ","1,946",179,121,36,157,,,Tier II,,,  
40034,4034,County of Miami-Dade ,DTPW,Transportation & Public Work,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,701 Nw First Ct Ste 1300,17th Floor,,Miami,FL,33136,3924,4,http://www.miamidade.gov/transit/,1089,UM2MSDMY13A8, 306 ,"2,701,767",4,"Miami, FL",," 5,502,379 ","4,442","1,239",665,721,"1,386",,,Tier I (Rail),,,  
40035,4035,Central Florida Regional Transportation Authority,LYNX,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,455 N Garland Ave,,,Orlando,FL,32801,1518,4,http://www.golynx.com/,1091,HX1XKBM5JTK9," 2,540 ","2,134,411",32,"Orlando, FL",," 1,510,516 ","2,527",598,257,301,558,,,Tier I (Fixed Route VOMS),,,  
40036,4036,City of Tallahassee,StarMetro ,StarMetro,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,300 S Adams St,,,Tallahassee,FL,32301,1721,4,https://www.talgov.com/starmetro/starmetroHome.aspx,1095,HS3PRJ2R6X93, 103 ,"196,169",153,"Tallahassee, FL",," 240,223 ","1,899",127,70,37,107,,,Tier II,,,  
40037,4037,"Board of County Commissioners, Palm Beach County",PalmTran,"Palm Tran, Inc.",Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,301 N Olive Ave Frnt,,,West Palm Beach,FL,33401,4703,4,http://www.palmtran.org/,1098,XL2DNFMPCR44," 1,970 ","1,485,941",4,"Miami, FL",," 5,502,379 ","4,442","1,239",118,259,377,,,Tier I (Fixed Route VOMS),,,  
40038,4038,"Escambia County Board of County Commissioners, FL",ECAT,Escambia County Area Transit Authority,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,221 Palafox Pl Ste 200,,,Pensacola,FL,32502,5835,4,http://www.goecat.com/,1092,LLHWX867E5J6, 189 ,"241,661",113,"Pensacola, FL-AL",," 340,067 ","1,462",233,39,39,78,,,Tier II,,,  
40040,4040,Jacksonville Transportation Authority,JTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,100 N Myrtle Ave,,,Jacksonville,FL,32204,1310,4,http://www.jtafla.com/,1085,ZJC4WG2XGU15," 1,366 ","1,237,843",40,"Jacksonville, FL",," 1,065,219 ","2,009",530,128,99,227,,,Tier I (Rail),,,  
40041,4041,Hillsborough Area Regional Transit Authority,HART,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,1201 E. 7Th Avenue,,,Tampa,FL,33605,3502,4,http://www.gohart.org/,1096,C6EMMWL56TC7," 1,243 ","1,419,998",17,"Tampa-St. Petersburg, FL",," 2,441,770 ","2,552",957,174,25,199,,,Tier I (Rail),,,  
40042,4042,Birmingham-Jefferson County Transit Authority,MAX,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,1735 Morris Ave,5th Floor,10212,Birmingham,AL,35203,2008,4,http://www.bjcta.org/,1073,YW6DVF1UU5K3, 186 ,"541,852",55,"Birmingham, AL",," 749,495 ","1,414",530,95,,95,,,Tier II,,,  
40043,4043,City of Mobile,WTS,THE WAVE TRANSIT SYSTEM,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,205 Government St,,,Mobile,AL,36602,2613,4,http://www.thewavetransit.com/,1076,QV8KPHH9J8A3, 139 ,"204,772",115,"Mobile, AL",," 326,183 ","1,464",223,45,,45,,,Tier II,,,  
40044,4044,City of Montgomery,The M,The M (Montgomery Area Transit System),Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,103 N Perry St,,,Montgomery,AL,36104,3728,4,http://www.montgomerytransit.com/,1019,SLRGWVZYDR97, 135 ,"205,764",142,"Montgomery, AL",," 263,907 ","1,718",154,25,,25,,,Tier II,,,  
40045,4045,Tuscaloosa County Parking and Transit Authority,TMT,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,9/30/2021,1/31/2022,2450 Hargrove Road East,,,Tuscaloosa,AL,35405,2623,4,http://www.tuscaloosatransit.com/,1078,W2WLMCRMN9N3, 171 ,"136,487",233,"Tuscaloosa, AL",," 139,114 ","1,554",90,12,,12,,,Tier II,,,  
40046,4046,Sarasota County ,SCAT,Sarasota County Area Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,1660 Ringling Blvd,,,Sarasota,FL,34236,6808,4,http://www.scgov.net/scat/,1094,K4SXBE88XP88, 614 ,"526,015",64,"Sarasota-Bradenton, FL",," 643,260 ","1,969",327,36,56,92,,,Tier II,,,  
40047,4047,Athens-Clarke County Unified Government,ACCTD,Athens-Clarke County Transit Department,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,375 Satula Ave,,,Athens,GA,30601,1731,4,www.accgov.com/transit,1002,KF6FNAZRLMJ4, 44 ,"119,980",249,"Athens-Clarke County, GA",," 128,754 ","1,309",98,19,,19,,,Tier II,,,  
40049,4049, City of Gadsden,GTS,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,90 Broad St,,267,Gadsden,AL,35901,3700,4,http://www.gadsdendot.com/,1016,GBKLQFKKMNL5, 37 ,"61,709",426,"Gadsden, AL",," 64,172 ",891,72,14,,14,,,Tier II,,,  
40051,4051,Town of Chapel Hill,,Chapel Hill Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,405 Martin Luther King Jr Blvd,,,Chapel Hill,NC,27514,5705,4,http://www.chtransit.org/,1110,WLCTFFK97EP7, 62 ,"80,218",110,"Durham, NC",," 347,602 ","1,913",182,65,,65,,,Tier II,,,  
40053,4053,Greenville Transit Authority,GTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,100 W Mcbee Ave,,2207,Greenville,SC,29601,2695,4,http://www.ridegreenlink.com/,1118,GF2MXL6XN2B3, 94 ,"202,464",93,"Greenville, SC",," 400,492 ","1,251",320,22,,22,,,Tier II,,,  
40054,4054,City of Johnson City,JCT,Johnson City Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,601 E Main St,,,Johnson City,TN,37601,4879,4,http://www.johnsoncitytransit.org/,1123,LESWAU1PJRJ5, 44 ,"71,046",259,"Johnson City, TN",," 120,415 ","1,096",110,24,,24,,,Tier II,,,  
40055,4055,City of Bristol Tennessee,BTTS,Bristol Tennessee Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,801 Anderson St Ste 201,,1189,Bristol,TN,37620,2284,4,http://www.bristoltn.org/142/Transit,1119,E8ESR3ZKWP19, 33 ,"27,147",397,"Bristol-Bristol, TN-VA",," 69,501 ","1,088",64,7,,7,,,Tier II,,,  
40056,4056,Pee Dee Regional Transportation Authority,PDRTA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,313 Stadium Rd,,,Florence,SC,29506,3912,4,http://www.pdrta.org/,1117,HXPNSYN4B815," 3,563 ","335,620",325,"Florence, SC",," 89,557 ","1,261",71,24,,24,,,Tier II,,,  
40057,4057,Jackson Transit Authority,JTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,38 Eutah St,,102,Jackson,TN,38301,5361,4,http://www.ridejta.com/,1122,TS7EBVDTKXQ6, 48 ,"67,265",385,"Jackson, TN",," 71,880 ","1,406",51,17,,17,,,Tier II,,,  
40058,4058,City of Rome ,RTD,City of Rome Transit Department,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,601 Broad St,,1433,Rome,GA,30161,3011,4,https://www.romefloyd.com/departments/transit-department,2897,L7MBVGKKS1L3, 32 ,"36,323",444,"Rome, GA",," 60,851 ","1,277",48,12,,12,,,Tier II,,,  
40060,4060,City of Hattiesburg,HCT,Hub City Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,200 Forrest St,,1898,Hattiesburg,MS,39401,3451,4,http://www.hattiesburgms.com/,1108,N4XZJLJ9AVM1, 43 ,"51,084",357,"Hattiesburg, MS",," 80,358 ","1,165",69,10,,10,,,Tier II,,,  
40063,4063,Brevard Board of County Commissioners,SCAT,Space Coast Area Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,400 South St Ste 6A,,,Titusville,FL,32780,7610,4,http://www.321transit.com/,1029,GUT1ADLJUNA5," 1,557 ","622,159",84,"Palm Bay-Melbourne, FL",," 452,791 ","1,952",232,67,17,84,,,Tier II,,,  
40064,4064,East Alabama Regional Planning and Development Commission,EARPDC,,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,9/30/2021,1/31/2022,1130 Quintard Ave Ste 300,Suite 300,2186,Anniston,AL,36201,4685,4,http://www.earpdc.org/pages/?pageID=28,1000,E2G9MFMN1NN8," 4,992 ","324,423",360,"Anniston-Oxford, AL",," 79,796 ",920,87,,28,28,,,Tier II,,,  
40068,4068,Northwest Alabama Council of Local Governments,NACOLG,,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,9/30/2021,1/31/2022,103 Student Dr,,2603,Muscle Shoals,AL,35661,3204,4,http://www.nacolg.com/,1000,NNWMDNRV8QE7," 3,365 ","235,785",368,"Florence, AL",," 77,074 ","1,240",62,18,7,25,,,Tier II,,,  
40071,4071,"City of Huntsville, Alabama",,Department of Parking & Public Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,308 Fountain Circle,Suite B,,Huntsville,AL,35801,4240,4,https://www.huntsvilleal.gov/residents/streets/public-transportation/,1075,ZBCLKNT6JWT4, 56 ,"114,598",132,"Huntsville, AL",," 286,692 ","1,367",210,32,,32,,,Tier II,,,  
40073,4073,Lee-Russell Council of Governments,LRCOG,,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,9/30/2021,1/31/2022,2207 Gateway Dr,,,Opelika,AL,36801,6834,4,http://www.lrcog.com/transportation.html,1000,LNKEABERNJZ4, 609 ,"193,194",374,"Auburn, AL",," 74,741 ","1,498",50,24,,24,,,Tier II,,,  
40074,4074,Pasco County Board of County Commissioners,PCPT,Pasco County Public Transportation,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,8731 Citizens Dr,,,New Port Richey,FL,34654,5572,4,http://www.ridepcpt.com/,5318,LNBJT4UX78P8, 747 ,"561,891",17,"Tampa-St. Petersburg, FL",," 2,441,770 ","2,552",957,43,,43,,,Tier II,,,  
40077,4077,South Florida Regional Transportation Authority,TRI-Rail,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,800 Nw 33Rd St Ste 100,Suite 100,,Pompano Beach,FL,33064,2046,4,http://www.tri-rail.com/,5454,D3J6CCW2V7T8, 32 ,"133,588",4,"Miami, FL",," 5,502,379 ","4,442","1,239",,56,56,,,Tier I (Rail),,,  
40078,4078,Cobb County,,CobbLinc,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,100 Cherokee St Ste 500,Suite 112,,Marietta,GA,30090,7000,4,https://www.cobbcounty.org/transportation/cobblinc,2874,VLEDVCLL5VV8, 210 ,"688,078",9,"Atlanta, GA",," 4,515,419 ","1,707","2,645",,80,80,,,Tier II,,,  
