Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,1
Lehigh and Northampton Transportation Authority,Allentown,PA,3010,30010,Independent Public Agency or Authority of Transit Service,Full Reporter,"664,651",171,DR, PT , 94 ,,"173,834",,"106,654",,0,,0,,0,,0,,0,,0,,,"1,765,971",,"1,043,074",,0,,0,,0,,0,,0,,,10.16,,9.78,,,,,,,,,,,,No,,,
Lehigh and Northampton Transportation Authority,Allentown,PA,3010,30010,Independent Public Agency or Authority of Transit Service,Full Reporter,"664,651",171,MB, DO , 76 ,,"479,545",,0,,0,,"393,773",,0,,0,,0,,0,,,"2,073,776",,0,,0,,"1,466,586",,0,,0,,0,,,4.32,,,,,,,,,,,,,,No,,,
Lehigh and Northampton Transportation Authority,Allentown,PA,3010,30010,Independent Public Agency or Authority of Transit Service,Full Reporter,"664,651",171,MB, PT , 1 ,,"4,312",,0,,0,,0,,0,,0,,0,,0,,,"46,070",,0,,0,,0,,0,,0,,0,,,10.68,,,,,,,,,,,,,,No,,,
"County of Volusia, dba: VOTRAN",South Daytona,FL,4032,40032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,064",168,DR, DO , 69 ,,"58,057",,"303,918",,"20,102",,0,,0,,0,,0,,0,,,"446,628",,"1,795,912",,0,,0,,"127,122",,0,,0,,,7.69,,5.91,,0.00,,,,,,,,,,No,,,
"County of Volusia, dba: VOTRAN",South Daytona,FL,4032,40032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,064",168,MB, DO , 64 ,,"722,971",,0,,0,,0,,0,,0,,0,,0,,,"3,434,880",,0,,0,,0,,0,,0,,0,,,4.75,,,,,,,,,,,,,,No,,,
"County of Volusia, dba: VOTRAN",South Daytona,FL,4032,40032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,064",168,DR, PT , 16 ,,0,,"42,213",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"County of Volusia, dba: VOTRAN",South Daytona,FL,4032,40032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,064",168,VP, PT , 12 ,,0,,"13,539",,0,,0,,0,,0,,0,,0,,,0,,"292,998",,0,,0,,0,,0,,0,,,,,21.64,,,,,,,,,,,,No,,,
"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,4030,40030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"187,781",165,DR, PT , 35 ,,0,,"102,268",,0,,0,,0,,0,,0,,0,,,0,,"613,301",,0,,0,,0,,0,,0,,,,,6.00,,,,,,,,,,,,No,,,
"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,4030,40030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"187,781",165,VP, PT , 14 ,,0,,"18,719",,0,,0,,0,,0,,0,,0,,,0,,"305,237",,0,,0,,0,,0,,0,,,,,16.31,,,,,,,,,,,,No,,,
"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,4030,40030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"187,781",165,MB, DO , 116 ,,"1,047,899",,0,,0,,0,,0,,0,,0,,0,,,"3,874,145",,0,,0,,0,,0,,0,,0,,,3.70,,,,,,,,,,,,,,No,,,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Research Triangle Park,NC,4108,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,"347,602",164,MB, DO , 58 ,,"638,387",,0,,0,,0,,0,,0,,0,,0,,,"3,335,479",,0,,0,,0,,0,,0,,0,,,5.22,,,,,,,,,,,,,,No,,,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Research Triangle Park,NC,4108,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,"347,602",164,VP, DO , 46 ,,0,,"33,346",,0,,0,,0,,0,,0,,0,,,0,,"119,844",,0,,0,,0,,0,,0,,,,,3.59,,,,,,,,,,,,No,,,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Research Triangle Park,NC,4108,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,"347,602",164,VP, PT , 29 ,,0,,"7,523",,0,,0,,0,,0,,0,,0,,,0,,"142,177",,0,,0,,0,,0,,0,,,,,18.90,,,,,,,,,,,,No,,,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Research Triangle Park,NC,4108,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,"347,602",164,DR, DO , 18 ,,"2,279",,"90,073",,0,,0,,0,,0,,0,,0,,,0,,"733,544",,0,,0,,0,,0,,0,,,0.00,,8.14,,,,,,,,,,,,No,,,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Research Triangle Park,NC,4108,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,"347,602",164,MB, PT , 13 ,,"101,803",,0,,0,,0,,0,,0,,0,,0,,,"514,105",,0,,0,,0,,0,,0,,0,,,5.05,,,,,,,,,,,,,,No,,,
"Hudson Transit Lines, Inc.",Mahwah,NJ,2126,20126,Private-For-Profit Corporation,Full Reporter,"18,351,295",161,CB, DO , 161 ,,"2,278,570",,0,,0,,0,,0,,0,,0,,0,,,"11,170,447",,0,,0,,0,,0,,0,,0,,,4.90,,,,,,,,,,,,,,No,,,
"City of Fresno, dba: Fresno Area Express",Fresno,CA,9027,90027,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"654,628",158,DR, PT , 56 ,,0,,"235,115",,0,,"29,418",,0,,0,,0,,0,,,0,,"260,000",,0,,"40,315",,0,,0,,0,,,,,1.11,,,,,,,,,,,,No,,,
"City of Fresno, dba: Fresno Area Express",Fresno,CA,9027,90027,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"654,628",158,MB, DO , 102 ,,0,,"1,164",,0,,"1,511,732",,0,,0,,0,,0,,,0,,"3,338",,0,,"5,171,138",,0,,0,,0,,,,,2.87,,,,,,,,,,,,No,,,
Greater Hartford Transit District,Hartford,CT,1017,10017,Independent Public Agency or Authority of Transit Service,Full Reporter,"924,859",153,DR, PT , 153 ,,"104,885",,"527,447",,0,,"60,393",,0,,0,,0,,0,,,"1,214,411",,"3,954,113",,0,,"261,930",,0,,0,,0,,,11.58,,7.50,,,,,,,,,,,,No,,,
Tampa Bay Area Regional Transit Authority,Tampa,FL,4200,40200,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",150,VP, PT , 150 ,,0,,"138,690",,0,,0,,0,,0,,0,,0,,,0,,"3,057,262",,0,,0,,0,,0,,0,,,,,22.04,,,,,,,,,,,,No,,,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,9016,90016,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",147,FB, DO , 6 ,,"2,166,377",,0,,0,,0,,0,,0,,0,,0,,,"238,245",,0,,0,,0,,0,,0,,0,,,0.11,,,,,,,,,,,,,,No,,,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,9016,90016,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",147,DR, PT , 15 ,,0,,"61,590",,0,,0,,0,,0,,0,,0,,,0,,"436,664",,0,,0,,0,,0,,0,,,,,7.09,,,,,,,,,,,,No,,,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,9016,90016,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",147,MB, DO , 126 ,,"1,291,237",,0,,0,,0,,0,,0,,0,,0,,,"5,164,977",,0,,0,,0,,0,,0,,0,,,4.00,,,,,,,,,,,,,,No,,,
City of Alexandria ,Alexandria,VA,3071,30071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",144,MB, DO , 101 ,,"565,085",,0,,0,,0,,0,,0,,0,,0,,,"2,400,561",,0,,0,,0,,0,,0,,0,,,4.25,,,,,,,,,,,,,,No,,,
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION",Concord,CA,9078,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968",142,MB, DO , 91 ,,"644,903",,0,,0,,0,,0,,0,,0,,"150,950",,,"3,320,475",,0,,0,,0,,0,,0,,"58,937",,,5.15,,,,,,,,,,,,0.39,,No,,,
Madison County Transit District,Granite City,IL,5146,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706",142,MB, PT , 72 ,,0,,"80,111",,0,,0,,"828,100",,0,,0,,0,,,"4,215,649",,"467,153",,0,,0,,0,,0,,0,,,,,5.83,,,,,,,,,,,,No,,,
Madison County Transit District,Granite City,IL,5146,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706",142,VP, DO , 54 ,,0,,"52,757",,0,,0,,0,,0,,0,,0,,,0,,"788,474",,0,,0,,0,,0,,0,,,,,14.95,,,,,,,,,,,,No,,,
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION",Concord,CA,9078,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968",142,DR, PT , 48 ,,0,,"216,730",,0,,0,,0,,0,,0,,0,,,0,,"948,469",,0,,0,,0,,0,,0,,,,,4.38,,,,,,,,,,,,No,,,
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION",Concord,CA,9078,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968",142,MB, PT , 3 ,,0,,"14,452",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Madison County Transit District,Granite City,IL,5146,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706",142,DR, PT , 16 ,,0,,0,,0,,0,,"69,572",,0,,0,,0,,,"694,462",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Metropolitan Transportation Commission,San Francisco,CA,,90094,"MPO, COG or Other Planning Agency",Full Reporter,"3,281,212",142,VP, PT , 142 ,,0,,"99,246",,0,,0,,0,,0,,0,,0,,,0,,"1,516,838",,0,,0,,0,,0,,0,,,,,15.28,,,,,,,,,,,,No,,,
"Peninsula Corridor Joint Powers Board, dba: Caltrain",San Carlos,CA,9134,90134,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",140,MB, PT , 29 ,,"14,723",,"93,977",,0,,"1,487",,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
"Peninsula Corridor Joint Powers Board, dba: Caltrain",San Carlos,CA,9134,90134,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",140,CR, PT , 111 ,,"4,048,248",,0,,0,,0,,0,,0,,0,,0,,,"1,337,440",,0,,0,,0,,0,,0,,0,,,0.33,,,,,,,,,,,,,,No,,,
"City of Memphis, dba: Memphis Area Transit Authority",Memphis,TN,4003,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,060,061",137,MB, DO , 93 ,,"1,282,640",,"22,272",,0,,0,,0,,0,,0,,0,,,"5,643,143",,"88,070",,0,,0,,0,,0,,0,,,4.40,,3.95,,,,,,,,,,,,No,,,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,0025,00025,Independent Public Agency or Authority of Transit Service,Full Reporter,"236,632",137,DR, PT , 54 ,,0,,"147,577",,0,,0,,"35,623",,0,,0,,0,,,"115,722",,"1,225,767",,0,,0,,0,,0,,0,,,,,8.31,,,,,,,,,,,,No,,,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,0025,00025,Independent Public Agency or Authority of Transit Service,Full Reporter,"236,632",137,MB, DO , 53 ,,0,,0,,0,,"344,025",,"219,441",,0,,0,,0,,,"1,110,736",,0,,0,,"1,009,962",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"City of Memphis, dba: Memphis Area Transit Authority",Memphis,TN,4003,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,060,061",137,DR, DO , 40 ,,"141,939",,"178,345",,0,,0,,0,,0,,0,,0,,,"558,388",,"1,535,277",,0,,0,,0,,0,,0,,,3.93,,8.61,,,,,,,,,,,,No,,,
"City of Memphis, dba: Memphis Area Transit Authority",Memphis,TN,4003,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,060,061",137,SR, DO , 4 ,,0,,0,,0,,0,,0,,0,,"782,700",,0,,,0,,0,,0,,0,,0,,"48,418",,0,,,,,,,,,,,,,0.06,,,,No,,,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,0025,00025,Independent Public Agency or Authority of Transit Service,Full Reporter,"236,632",137,VP, PT , 30 ,,0,,"31,710",,0,,0,,0,,0,,0,,0,,,0,,"596,544",,0,,0,,0,,0,,0,,,,,18.81,,,,,,,,,,,,No,,,
Rides Mass Transit District,Harrisburg,IL,5211,50211,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,821",137,MB, DO , 137 ,,"224,972",,"406,449",,0,,0,,"27,806",,"45,161",,0,,0,,,"1,486,950",,"3,535,030",,0,,0,,"643,932",,0,,0,,,6.61,,8.70,,,,,,,,,,,,No,,,
Minnesota Valley Transit Authority,Burnsville,MN,5222,50519,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,650,890",136,MB, PT , 136 ,,0,,"24,599",,0,,0,,"983,110",,0,,0,,0,,,"6,159,384",,"176,666",,0,,0,,0,,0,,0,,,,,7.18,,,,,,,,,,,,No,,,
"City of Colorado Springs, dba: Mountain Metropolitan Transit",Colorado Springs,CO,8005,80005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"559,409",133,MB, PT , 51 ,,"551,019",,0,,0,,0,,0,,0,,0,,0,,,"2,634,585",,0,,0,,0,,0,,0,,0,,,4.78,,,,,,,,,,,,,,No,,,
"City of Colorado Springs, dba: Mountain Metropolitan Transit",Colorado Springs,CO,8005,80005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"559,409",133,DR, PT , 42 ,,0,,"135,701",,0,,0,,0,,0,,0,,0,,,0,,"1,157,267",,0,,0,,0,,0,,0,,,,,8.53,,,,,,,,,,,,No,,,
"City of Colorado Springs, dba: Mountain Metropolitan Transit",Colorado Springs,CO,8005,80005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"559,409",133,VP, DO , 26 ,,0,,"28,091",,0,,0,,0,,0,,0,,0,,,0,,"666,236",,0,,0,,0,,0,,0,,,,,23.72,,,,,,,,,,,,No,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069",132,MB, DO , 62 ,,"163,239",,0,,0,,"692,134",,0,,0,,0,,0,,,"645,051",,0,,0,,"2,740,367",,0,,0,,0,,,3.95,,,,,,,,,,,,,,No,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069",132,DR, PT , 30 ,,0,,0,,0,,"213,597",,0,,0,,0,,0,,,0,,0,,0,,"1,594,775",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069",132,VP, PT , 24 ,,0,,"21,479",,0,,0,,0,,0,,0,,0,,,0,,"331,900",,0,,0,,0,,0,,0,,,,,15.45,,,,,,,,,,,,No,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069",132,MB, PT , 15 ,,0,,0,,0,,"120,298",,0,,0,,0,,0,,,0,,0,,0,,"844,948",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069",132,DR, DO , 1 ,,"2,268",,"5,839",,0,,0,,0,,0,,0,,0,,,"19,032",,"41,279",,0,,0,,0,,0,,0,,,8.39,,7.07,,,,,,,,,,,,No,,,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"240,223",130,MB, DO , 55 ,,"480,080",,0,,0,,"130,281",,0,,0,,0,,"76,001",,,"2,158,510",,0,,0,,"230,905",,0,,0,,"43,084",,,4.50,,,,,,,,,,,,0.57,,No,,,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"240,223",130,DR, PT , 40 ,,0,,"55,981",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"240,223",130,DR, DO , 20 ,,0,,"3,630",,0,,"72,386",,0,,0,,0,,0,,,0,,"91,619",,0,,"391,708",,0,,0,,0,,,,,25.24,,,,,,,,,,,,No,,,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"240,223",130,MB, PT , 2 ,,"11,047",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
Champaign-Urbana Mass Transit District,Urbana,IL,5060,50060,Independent Public Agency or Authority of Transit Service,Full Reporter,"145,361",128,MB, DO , 99 ,,0,,0,,0,,0,,"709,750",,0,,0,,0,,,"3,807,468",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Champaign-Urbana Mass Transit District,Urbana,IL,5060,50060,Independent Public Agency or Authority of Transit Service,Full Reporter,"145,361",128,DR, DO , 8 ,,0,,"19,382",,0,,0,,0,,0,,0,,0,,,0,,"215,427",,0,,0,,0,,0,,0,,,,,11.11,,,,,,,,,,,,No,,,
Champaign-Urbana Mass Transit District,Urbana,IL,5060,50060,Independent Public Agency or Authority of Transit Service,Full Reporter,"145,361",128,DR, PT , 21 ,,"2,195",,"36,069",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Harrisburg,PA,3014,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,"444,474",123,MB, DO , 67 ,,"483,840",,0,,0,,0,,"9,874",,0,,0,,0,,,"1,940,255",,0,,0,,0,,0,,0,,0,,,4.01,,,,,,,,,,,,,,No,,,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Harrisburg,PA,3014,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,"444,474",123,MB, PT , 4 ,,"8,338",,0,,0,,0,,0,,0,,0,,0,,,"42,673",,0,,0,,0,,0,,0,,0,,,5.12,,,,,,,,,,,,,,No,,,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Harrisburg,PA,3014,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,"444,474",123,DR, DO , 33 ,,0,,"146,635",,0,,0,,0,,0,,0,,0,,,0,,"958,672",,0,,0,,0,,0,,0,,,,,6.54,,,,,,,,,,,,No,,,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Harrisburg,PA,3014,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,"444,474",123,DR, PT , 19 ,,0,,"117,804",,0,,0,,0,,0,,0,,0,,,0,,"758,162",,0,,0,,0,,0,,0,,,,,6.44,,,,,,,,,,,,No,,,
Transit Authority of Northern Kentucky,Fort Wright,KY,4019,40019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,624,827",122,MB, DO , 96 ,,"808,789",,0,,0,,0,,0,,0,,0,,0,,,"3,772,674",,0,,0,,0,,0,,0,,0,,,4.66,,,,,,,,,,,,,,No,,,
Transit Authority of Northern Kentucky,Fort Wright,KY,4019,40019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,624,827",122,DR, DO , 26 ,,"73,103",,"53,841",,0,,0,,0,,0,,0,,0,,,"693,397",,"420,329",,0,,0,,0,,0,,0,,,9.49,,7.81,,,,,,,,,,,,No,,,
"Paratransit, Inc.",Sacramento,CA,9223,90223,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",120,DR, DO , 85 ,,0,,"465,449",,0,,578,,0,,0,,0,,0,,,0,,"3,154,995",,0,,206,,0,,0,,0,,,,,6.78,,,,,,,,,,,,No,,,
"Paratransit, Inc.",Sacramento,CA,9223,90223,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",120,DR, PT , 17 ,,0,,"29,610",,0,,"10,804",,0,,0,,0,,0,,,0,,"468,722",,0,,"79,024",,0,,0,,0,,,,,15.83,,,,,,,,,,,,No,,,
Transit Authority of Omaha,Omaha,NE,7002,70002,Independent Public Agency or Authority of Transit Service,Full Reporter,"725,008",119,MB, DO , 90 ,,"687,884",,0,,0,,"137,311",,0,,0,,0,,0,,,"3,117,858",,0,,0,,"544,765",,0,,0,,0,,,4.53,,,,,,,,,,,,,,No,,,
Transit Authority of Omaha,Omaha,NE,7002,70002,Independent Public Agency or Authority of Transit Service,Full Reporter,"725,008",119,DR, DO , 29 ,,0,,"73,939",,0,,"36,578",,0,,0,,0,,0,,,0,,"455,372",,0,,"259,099",,0,,0,,0,,,,,6.16,,,,,,,,,,,,No,,,
Metropolitan Bus Authority,San Juan,PR,4086,40086,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,148,346",118,MB, DO , 84 ,,"1,179,891",,0,,0,,0,,0,,0,,0,,0,,,"2,183,904",,0,,0,,0,,0,,0,,0,,,1.85,,,,,,,,,,,,,,No,,,
Metropolitan Bus Authority,San Juan,PR,4086,40086,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,148,346",118,DR, DO , 34 ,,"30,137",,"39,998",,0,,0,,0,,0,,0,,0,,,"258,003",,"817,376",,0,,0,,0,,0,,0,,,8.56,,20.44,,,,,,,,,,,,No,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174",116,YR, PT , 8 ,,"239,861",,0,,0,,0,,0,,0,,0,,0,,,"778,784",,0,,0,,0,,0,,0,,0,,,3.25,,,,,,,,,,,,,,No,,,
Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,"114,237",116,MB, DO , 59 ,,"760,752",,"5,429",,0,,0,,0,,0,,0,,"22,304",,,"3,994,786",,"38,916",,0,,0,,0,,0,,"27,844",,,5.25,,7.17,,,,,,,,,,1.25,,No,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174",116,MB, DO , 50 ,,"252,820",,"83,393",,0,,"32,487",,0,,0,,0,,0,,,"931,651",,"796,864",,0,,"105,583",,0,,0,,0,,,3.69,,9.56,,,,,,,,,,,,No,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174",116,VP, PT , 40 ,,0,,"45,838",,0,,0,,0,,0,,0,,0,,,0,,"641,125",,0,,0,,0,,0,,0,,,,,13.99,,,,,,,,,,,,No,,,
Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,"114,237",116,DR, PT , 38 ,,0,,"228,521",,0,,0,,0,,0,,0,,0,,,0,,"1,348,899",,0,,0,,0,,0,,0,,,,,5.90,,,,,,,,,,,,No,,,
Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,"114,237",116,MB, PT , 19 ,,"28,220",,"158,362",,0,,0,,0,,0,,0,,0,,,"165,413",,"1,158,994",,0,,0,,0,,0,,0,,,5.86,,7.32,,,,,,,,,,,,No,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174",116,DR, DO , 12 ,,0,,"70,611",,0,,0,,0,,0,,0,,0,,,0,,"289,857",,0,,0,,0,,0,,0,,,,,4.11,,,,,,,,,,,,No,,,
Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,1064,10064,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",112,DR, PT , 70 ,,0,,"229,182",,0,,0,,0,,0,,0,,0,,,"937,109",,"2,508,464",,0,,0,,0,,0,,0,,,,,10.95,,,,,,,,,,,,No,,,
Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,1064,10064,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",112,MB, PT , 42 ,,"202,400",,"35,559",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263",111,VP, PT , 8 ,,0,,"10,464",,0,,0,,0,,0,,0,,0,,,0,,"151,095",,0,,0,,0,,0,,0,,,,,14.44,,,,,,,,,,,,No,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263",111,MB, DO , 52 ,,"436,770",,"20,730",,0,,"161,619",,0,,0,,0,,"196,960",,,"1,551,738",,"127,943",,0,,"512,967",,0,,0,,"91,623",,,3.55,,6.17,,,,,,,,,,0.47,,No,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263",111,DR, PT , 51 ,,0,,"247,185",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Whatcom Transportation Authority,Bellingham,WA,0021,00021,Independent Public Agency or Authority of Transit Service,Full Reporter,"114,473",110,MB, DO , 47 ,,"445,475",,0,,0,,0,,0,,0,,0,,0,,,"2,248,372",,0,,0,,0,,0,,0,,0,,,5.05,,,,,,,,,,,,,,No,,,
Whatcom Transportation Authority,Bellingham,WA,0021,00021,Independent Public Agency or Authority of Transit Service,Full Reporter,"114,473",110,DR, DO , 41 ,,0,,"119,827",,"71,740",,0,,0,,0,,0,,0,,,0,,"749,084",,0,,0,,"329,998",,0,,0,,,,,6.25,,0.00,,,,,,,,,,No,,,
